City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Sibi,PK,29.5448,67.8764,78.51,9,54,7.56,broken clouds
350,Itaituba,BR,-4.2761,-55.9836,74.21,98,60,0.22,broken clouds
351,Sioux Lookout,CA,50.1001,-91.917,33.87,69,100,6.91,overcast clouds
352,Arrecife,ES,28.963,-13.5477,62.58,67,0,5.75,clear sky
353,Tazovskiy,RU,67.4667,78.7,-5.08,100,86,6.2,overcast clouds
354,Trairi,BR,-3.2778,-39.2689,74.71,90,100,5.39,overcast clouds
355,Megion,RU,61.0296,76.1136,6.82,100,100,2.71,overcast clouds
356,Bitung,ID,1.4451,125.1824,90.45,69,96,2.82,overcast clouds
357,Waingapu,ID,-9.6567,120.2641,81.5,74,7,2.91,clear sky
358,Sao Domingos,BR,-13.3983,-46.3183,70.84,46,28,6.35,scattered clouds
359,Mount Abu,IN,24.6,72.7,65.35,28,0,2.62,clear sky
360,Sao Goncalo Do Amarante,BR,-3.6072,-38.9683,77.13,92,100,3.29,overcast clouds
361,Oxilithos,GR,38.5833,24.1167,53.13,71,0,12.08,clear sky
362,Sorland,NO,67.667,12.6934,33.28,68,100,28.68,light snow
363,Tianpeng,CN,30.9866,103.9393,55.08,75,100,3.11,overcast clouds
364,Pyaozerskiy,RU,65.8333,31.1667,21.18,95,100,5.06,overcast clouds
365,Mahibadhoo,MV,3.7833,72.9667,82.72,69,2,4.47,clear sky
366,Kuala Sungai Baru,MY,2.3594,102.0353,78.84,76,100,7.25,overcast clouds
367,Bardiyah,LY,31.7561,25.0865,67.48,38,100,7.27,overcast clouds
368,Nara,JP,34.6851,135.8049,54.5,55,100,6.82,light rain
369,Canakkale,TR,40.0833,26.8333,55.98,77,5,10.31,clear sky
370,Gitega,BI,-3.5,29.95,57.99,91,100,2.28,overcast clouds
371,Maneadero,MX,31.7167,-116.5667,61.11,79,61,1.99,broken clouds
372,Seymchan,RU,62.8833,152.4333,3.83,59,99,1.25,overcast clouds
373,Awash,ET,8.9833,40.1667,74.71,62,98,2.71,overcast clouds
374,Safford,US,32.834,-109.7076,83.32,11,0,5.75,clear sky
375,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.48,87,49,5.88,scattered clouds
376,Baykit,RU,61.67,96.37,12.85,94,91,3.4,overcast clouds
377,High Rock,BS,26.6208,-78.2833,77.02,84,100,13.4,light rain
378,Hualmay,PE,-11.0964,-77.6139,69.21,85,93,10.36,overcast clouds
379,Barentu,ER,15.1139,37.5928,76.98,38,16,7.78,few clouds
380,Puerto Del Rosario,ES,28.5004,-13.8627,62.35,63,0,3.44,clear sky
381,Tagusao,PH,9.1924,117.8141,82.35,71,91,3.71,overcast clouds
382,Taoudenni,ML,22.6783,-3.9836,81.25,11,0,6.67,clear sky
383,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,82,0,5.01,clear sky
384,Aguimes,ES,27.9054,-15.4461,61.43,68,40,5.75,scattered clouds
385,Rigaud,CA,45.4793,-74.3024,39.85,63,100,1.36,overcast clouds
386,Akonolinga,CM,3.7667,12.25,70.54,85,100,3.56,overcast clouds
387,Walvis Bay,NA,-22.9575,14.5053,57.09,88,0,6.91,clear sky
388,Halifax,CA,44.6453,-63.5724,37.69,69,9,7.0,clear sky
389,Ngunguru,NZ,-35.6167,174.5,69.64,72,100,5.68,overcast clouds
390,Andenes,NO,69.3143,16.1194,26.92,80,72,12.66,broken clouds
391,Flin Flon,CA,54.7682,-101.865,25.57,89,100,3.44,overcast clouds
392,Pompeu,BR,-19.2244,-44.9353,70.72,72,90,4.85,overcast clouds
393,Gambiran,ID,-6.7988,111.4951,80.31,81,91,3.98,overcast clouds
394,Havoysund,NO,70.9963,24.6622,30.43,69,100,20.18,light snow
395,Fallon,US,39.4735,-118.7774,66.07,17,40,9.22,scattered clouds
396,Hobyo,SO,5.3505,48.5268,80.28,75,18,9.44,few clouds
397,Charters Towers,AU,-20.1,146.2667,84.27,50,9,7.45,clear sky
398,Ortona,IT,42.3496,14.4039,44.19,68,92,6.31,overcast clouds
399,Pudozh,RU,61.8099,36.5345,3.83,99,78,3.65,broken clouds
400,Burnie,AU,-41.0667,145.9167,56.91,54,99,5.68,light rain
401,Nikolskoye,RU,59.7035,30.7861,26.87,95,5,2.75,clear sky
402,Chambas,CU,22.1928,-78.9136,76.87,75,8,6.35,clear sky
403,Atar,MR,20.5169,-13.0499,72.34,19,0,4.92,clear sky
404,Broome,US,42.2506,-75.833,40.69,61,0,5.75,clear sky
405,Sondrio,IT,46.169,9.8692,35.71,86,100,8.9,overcast clouds
406,Fare,PF,-16.7,-151.0167,82.29,75,81,7.63,broken clouds
407,Sur,OM,22.5667,59.5289,83.41,35,100,8.88,overcast clouds
408,Manzanillo,CU,20.3433,-77.1167,77.9,79,52,6.98,broken clouds
409,Najran,SA,17.4924,44.1277,61.45,21,0,1.19,clear sky
410,Aykhal,RU,66.0,111.5,10.18,92,100,7.83,light snow
411,Karoi,ZW,-16.8099,29.6925,60.96,97,1,4.07,clear sky
412,Kudahuvadhoo,MV,2.6708,72.8944,82.51,67,2,2.8,clear sky
413,Bontang,ID,0.1333,117.5,74.14,92,100,6.53,overcast clouds
414,Pietarsaari,FI,63.65,22.6833,23.13,91,64,6.26,broken clouds
415,Teguldet,RU,57.3064,88.1667,18.36,91,100,2.66,overcast clouds
416,Port Hedland,AU,-20.3167,118.5667,89.65,48,5,10.36,clear sky
417,Alamosa,US,37.4695,-105.87,58.98,18,0,17.27,clear sky
418,Narsaq,GL,60.9167,-46.05,35.82,96,100,1.95,overcast clouds
419,Tsiroanomandidy,MG,-18.7667,46.0333,62.2,89,0,1.59,clear sky
420,Vestmannaeyjar,IS,63.4427,-20.2734,45.82,99,100,7.38,moderate rain
421,Queimadas,BR,-10.9783,-39.6264,74.53,63,9,9.95,clear sky
422,Senneterre,CA,48.3835,-77.2328,27.5,98,100,2.95,overcast clouds
423,Middle Island,US,40.8843,-72.9373,46.26,71,0,12.66,clear sky
424,Ghanzi,BW,-21.5667,21.7833,72.23,62,100,4.54,overcast clouds
425,Longyearbyen,SJ,78.2186,15.6401,3.04,78,20,14.97,few clouds
426,Georgetown,MY,5.4112,100.3354,80.53,83,20,4.61,few clouds
427,Talara,PE,-4.5772,-81.2719,71.98,85,97,16.87,overcast clouds
428,Chapais,CA,49.7834,-74.8492,27.16,98,100,4.12,overcast clouds
429,Muravlenko,RU,63.7898,74.523,-1.03,99,58,7.09,broken clouds
430,Meulaboh,ID,4.1363,96.1285,77.36,87,100,1.83,moderate rain
431,Farafangana,MG,-22.8167,47.8333,70.93,92,25,5.17,scattered clouds
432,Maarianhamina,AX,60.0973,19.9348,26.46,93,0,3.44,clear sky
433,Saint-Louis,SN,16.3333,-15.0,72.5,38,0,11.77,clear sky
434,Tiznit,MA,29.5833,-9.5,57.61,83,93,2.26,overcast clouds
435,Hokitika,NZ,-42.7167,170.9667,64.47,69,0,6.11,clear sky
436,Rocha,UY,-34.4833,-54.3333,54.64,92,0,7.56,clear sky
437,Hamilton,US,39.1834,-84.5333,50.23,59,100,9.22,overcast clouds
438,Bilibino,RU,68.0546,166.4372,14.61,71,100,1.45,overcast clouds
439,Otsuki,JP,35.6,138.9333,43.99,97,100,0.27,moderate rain
440,Abu Samrah,SY,35.3029,37.1841,62.8,37,100,6.4,overcast clouds
441,Ko Samui,TH,9.5357,99.9357,82.31,74,40,14.97,scattered clouds
442,Yenangyaung,MM,20.4667,94.8833,82.85,59,79,8.93,broken clouds
443,Loding,NO,67.3,14.75,28.83,89,20,5.75,few clouds
444,Anaco,VE,9.4389,-64.4728,82.74,53,14,10.47,few clouds
445,Leningradskiy,RU,69.3833,178.4167,-2.87,91,100,12.77,overcast clouds
446,Poum,NC,-20.2333,164.0167,82.63,79,99,5.14,overcast clouds
447,Porto Santo,PT,33.072,-16.3415,61.18,77,40,11.5,scattered clouds
448,Mehamn,NO,71.0357,27.8492,27.21,77,100,17.43,light snow
449,Ust-Kuyga,RU,70.0167,135.6,4.5,88,79,3.65,broken clouds
450,Avera,US,33.194,-82.5271,60.31,63,2,4.41,clear sky
451,Ust-Ordynskiy,RU,52.805,104.7508,32.76,81,100,11.92,overcast clouds
452,San Cristobal,VE,7.7669,-72.225,75.38,75,56,2.62,broken clouds
453,Alekseyevka,RU,50.6309,38.6903,45.1,82,100,18.28,overcast clouds
454,Kampene,CD,-3.6,26.6667,67.28,99,100,1.05,light rain
455,Ixtapa,MX,20.7,-105.2,73.22,78,0,11.5,clear sky
456,Ontario,US,34.0633,-117.6509,70.09,72,75,12.66,haze
457,Necochea,AR,-38.5473,-58.7368,60.1,56,0,16.78,clear sky
458,Menongue,AO,-14.6585,17.691,64.11,92,100,3.8,light rain
459,San Bartolome De Tirajana,ES,27.9248,-15.5733,54.07,74,40,5.75,scattered clouds
460,Mangrol,IN,21.1167,70.1167,75.83,79,8,8.9,clear sky
461,Bafq,IR,31.6128,55.4107,65.98,18,0,3.89,clear sky
462,Zaraza,VE,9.3503,-65.3245,78.89,68,10,10.07,clear sky
463,Ponta Delgada,PT,37.7333,-25.6667,57.92,88,20,6.91,few clouds
464,East Wenatchee Bench,US,47.4257,-120.2812,57.16,31,31,19.57,scattered clouds
465,Okha,RU,53.5739,142.9478,32.22,92,10,6.44,clear sky
466,Bayonet Point,US,28.3267,-82.6834,67.95,96,100,3.0,moderate rain
467,Xai-Xai,MZ,-25.0519,33.6442,73.92,81,20,9.71,few clouds
468,Carberry,CA,49.8689,-99.3602,30.43,79,100,4.29,overcast clouds
469,Kyren,RU,51.6828,102.1408,35.4,68,100,2.46,overcast clouds
470,Jumla,NP,29.2747,82.1838,48.25,68,0,3.44,clear sky
471,Suntar,RU,62.1444,117.6319,12.99,91,100,3.98,overcast clouds
472,Casino,AU,-28.8667,153.05,81.57,61,98,5.75,overcast clouds
473,Oga,IT,46.4631,10.347,23.68,98,99,4.74,overcast clouds
474,Azangaro,PE,-14.9167,-70.2167,42.42,93,100,3.0,light rain
475,Atkarsk,RU,51.8718,45.0078,49.96,72,0,18.05,clear sky
476,Alipur,PK,29.3846,70.9116,78.06,7,0,7.07,clear sky
477,Jishou,CN,28.3167,109.7167,61.07,70,0,1.01,clear sky
478,Quatre Cocos,MU,-20.2078,57.7625,76.08,88,100,12.73,moderate rain
479,Gallup,US,35.5281,-108.7426,66.04,21,0,10.36,clear sky
480,San Jose,US,37.3394,-121.895,79.88,39,75,14.97,broken clouds
481,Beloha,MG,-25.1667,45.05,70.12,60,0,3.96,clear sky
482,Viking,CA,53.1001,-111.7684,44.46,80,100,7.38,overcast clouds
483,Amahai,ID,-3.3333,128.9167,83.52,71,99,0.98,overcast clouds
484,Gamba,GA,-2.65,10.0,74.3,94,100,2.82,overcast clouds
485,Husavik,IS,66.0449,-17.3389,36.39,90,100,6.13,moderate rain
486,Tucuman,AR,-26.8241,-65.2226,55.4,88,52,6.91,broken clouds
487,Aripuana,BR,-9.1667,-60.6333,71.38,99,49,2.01,scattered clouds
488,Soe,ID,-9.8607,124.284,76.08,55,76,2.44,broken clouds
489,College,US,64.8569,-147.8028,24.58,73,100,8.05,mist
490,Maragogi,BR,-9.0122,-35.2225,78.31,79,13,5.82,few clouds
491,Forecariah,GN,9.4306,-13.0881,74.32,82,98,3.06,overcast clouds
492,Chernyshevskiy,RU,63.0128,112.4714,7.38,91,86,7.47,overcast clouds
493,Turan,VN,16.0678,108.2208,67.98,88,100,14.97,overcast clouds
494,Svetlogorsk,BY,52.6333,29.7333,30.4,97,100,10.74,light snow
495,Harbour Breton,CA,47.4833,-55.7983,33.42,98,100,24.45,light snow
496,Ibia,BR,-19.4783,-46.5389,69.26,92,27,4.61,scattered clouds
497,Thunder Bay,CA,48.4001,-89.3168,37.38,75,75,6.91,broken clouds
498,Santa Ines,BR,-3.6667,-45.38,74.57,96,91,1.5,overcast clouds
499,Tra Vinh,VN,9.9347,106.3453,77.94,81,79,8.66,broken clouds
500,Talcahuano,CL,-36.7167,-73.1167,55.08,88,100,17.27,light intensity drizzle
501,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,85,43,6.73,scattered clouds
502,Kavieng,PG,-2.5744,150.7967,81.41,78,85,11.74,overcast clouds
503,Puerto Colombia,CO,10.9878,-74.9547,80.69,87,19,22.01,few clouds
504,Voh,NC,-20.9667,164.7,85.82,73,83,5.46,broken clouds
505,Karpogory,RU,64.0019,44.4451,1.31,99,65,2.93,broken clouds
506,Nuuk,GL,64.1835,-51.7216,32.61,100,100,5.75,overcast clouds
507,Paragominas,BR,-2.9667,-47.4833,73.54,98,100,2.66,overcast clouds
508,Naryan-Mar,RU,67.6713,53.087,-1.82,100,100,6.11,overcast clouds
509,Faya,SA,18.3851,42.4509,59.11,27,0,4.16,clear sky
510,Lewistown,US,40.5992,-77.5714,49.41,43,0,0.0,clear sky
511,Ankang,CN,32.68,109.0172,60.73,50,0,1.43,clear sky
512,Beringovskiy,RU,63.05,179.3167,5.38,82,100,16.08,overcast clouds
513,Shingu,JP,33.7333,135.9833,51.44,90,100,9.57,light rain
514,Puerto Escondido,MX,15.85,-97.0667,81.43,69,0,8.05,clear sky
515,Gewane,ET,10.1664,40.6453,80.26,48,27,3.4,scattered clouds
516,Winslow,US,35.0242,-110.6974,71.78,18,0,24.16,clear sky
517,Dumai,ID,1.6833,101.45,75.47,95,100,3.51,moderate rain
518,Kamenka,RU,51.3223,42.7678,50.14,78,20,20.4,few clouds
519,Bambous Virieux,MU,-20.3428,57.7575,76.21,100,75,17.27,light intensity shower rain
520,Neyshabur,IR,36.2133,58.7958,56.95,20,4,0.54,clear sky
521,Metro,ID,-5.1131,105.3067,78.55,83,94,3.94,overcast clouds
522,San Vicente,AR,-26.6167,-54.1333,63.68,89,44,3.51,scattered clouds
523,Tilichiki,RU,60.4667,166.1,22.01,82,100,8.34,overcast clouds
524,Bonoua,CI,5.2741,-3.595,80.22,88,100,6.76,light rain
525,Nouakchott,MR,18.0858,-15.9785,62.53,87,65,15.73,broken clouds
526,Birjand,IR,32.8663,59.2211,43.27,28,0,4.61,clear sky
527,Portland,US,45.5234,-122.6762,59.92,50,75,4.61,broken clouds
528,Kaeo,NZ,-35.1,173.7833,72.21,68,100,4.94,overcast clouds
529,Montana,BG,43.4125,23.225,43.75,71,100,2.98,overcast clouds
530,Nanortalik,GL,60.1432,-45.2371,35.73,92,100,8.57,overcast clouds
531,Show Low,US,34.2542,-110.0298,62.89,30,0,17.27,clear sky
532,Kabompo,ZM,-13.5927,24.2008,62.49,97,78,4.03,light rain
533,Wuzhou,CN,23.4833,111.3167,59.27,68,0,3.49,clear sky
534,Ugoofaaru,MV,5.6667,73.0,82.71,70,5,3.8,clear sky
535,Minsk,BY,53.9,27.5667,29.95,82,100,13.76,overcast clouds
536,Japura,ID,-0.3167,102.35,76.51,93,61,1.3,broken clouds
537,Ketchikan,US,55.3422,-131.6461,40.98,97,100,25.61,moderate rain
538,Powell River,CA,49.8496,-124.5361,48.47,86,100,8.01,overcast clouds
539,Jatai,BR,-17.8814,-51.7144,68.36,89,4,2.42,clear sky
540,Shuangyang,CN,43.5242,125.6736,51.53,32,39,17.72,scattered clouds
541,Pakxan,LA,18.3778,103.6601,66.78,56,94,8.01,overcast clouds
542,West Wendover,US,40.7391,-114.0733,63.61,16,20,8.05,few clouds
543,Samana,DO,19.2056,-69.3369,75.58,85,21,10.42,few clouds
544,Lompoc,US,34.6391,-120.4579,64.78,85,100,9.22,overcast clouds
545,Vytegra,RU,61.0064,36.4481,12.24,97,36,1.43,scattered clouds
546,Ercis,TR,39.0287,43.3586,34.18,65,31,4.45,scattered clouds
547,Bereda,ES,43.2686,-7.5406,27.14,100,18,2.51,few clouds
548,Sabya,SA,17.1495,42.6254,76.62,68,0,2.55,clear sky
549,Henties Bay,NA,-22.116,14.2845,59.67,90,24,5.39,few clouds
550,Nizhniy Odes,RU,63.6445,54.856,6.71,96,100,4.7,overcast clouds
551,Caceres,ES,39.522,-6.3748,36.43,58,14,6.53,few clouds
552,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,43,40,20.13,scattered clouds
553,Takoradi,GH,4.8845,-1.7554,80.28,87,100,9.01,light rain
554,Batagay-Alyta,RU,67.8006,130.4114,8.06,83,100,0.63,overcast clouds
555,Dandong,CN,40.1292,124.3947,49.46,44,0,5.06,clear sky
556,Pavelets,RU,53.7883,39.246,37.36,100,100,7.92,overcast clouds
557,Timmins,CA,48.4669,-81.3331,31.82,100,100,6.91,light snow
558,Bonavista,CA,48.6499,-53.1147,33.82,79,100,20.42,overcast clouds
559,Jibuti,DJ,11.5,42.5,71.73,77,6,8.05,clear sky
560,Pak Phanang,TH,8.3511,100.202,80.62,79,100,16.53,light rain
561,Lata,PT,40.1629,-8.3327,41.92,58,81,4.16,broken clouds
562,Busing,PH,13.1514,122.9714,81.1,66,88,9.24,overcast clouds
563,Labrea,BR,-7.2586,-64.7981,67.95,99,100,0.31,overcast clouds
564,Ahuimanu,US,21.4447,-157.8378,83.91,70,40,20.71,scattered clouds
565,Wladyslawowo,PL,54.7909,18.4009,34.02,58,7,13.51,clear sky
566,Touros,BR,-5.1989,-35.4608,77.52,89,20,9.95,few clouds
567,Hudson Bay,CA,52.85,-102.3842,27.77,92,100,2.39,overcast clouds
568,Walcz,PL,53.2779,16.4712,28.35,67,12,8.23,few clouds
569,Ntcheu,MW,-14.8203,34.6359,63.48,98,88,2.21,light rain
570,Birao,CF,10.2849,22.7882,78.78,15,100,6.46,overcast clouds
571,Karlskoga,SE,59.3267,14.5239,33.06,69,95,3.89,overcast clouds
572,Kenai,US,60.5544,-151.2583,46.02,49,0,6.91,clear sky
573,Meiktila,MM,20.8667,95.8667,81.09,55,20,14.03,few clouds
574,Songling,CN,31.1933,120.7176,53.46,43,0,3.83,clear sky
575,Coos Bay,US,43.3665,-124.2179,57.99,80,0,20.71,clear sky
576,Bhagalpur,IN,25.25,87.0,77.72,79,0,6.42,clear sky
577,Soller,ES,39.7662,2.7152,44.04,75,9,1.99,clear sky
578,Wanxian,CN,30.8039,108.3897,61.86,72,5,3.62,clear sky
579,Chihuahua,MX,28.5,-106.0,77.83,11,0,9.28,clear sky
580,Zhangjiakou,CN,40.81,114.8794,46.85,25,9,2.15,clear sky
581,Pandamatenga,BW,-18.5278,25.627,65.82,73,48,4.59,scattered clouds
582,Amapa,BR,1.0,-52.0,73.02,99,100,2.62,overcast clouds
583,Vanavara,RU,60.34,102.2797,11.61,86,96,9.51,overcast clouds
584,Soyo,AO,-6.1349,12.3689,78.96,89,100,1.99,overcast clouds
585,Cepelare,BG,41.7333,24.6833,36.79,79,92,5.06,overcast clouds
586,Pingzhuang,CN,42.0372,119.2889,51.8,21,96,7.94,overcast clouds
587,Nome,US,64.5011,-165.4064,22.15,45,0,14.97,clear sky
588,Oranjemund,NA,-28.55,16.4333,56.21,95,72,1.59,broken clouds
589,Pokhara,NP,28.2333,83.9833,67.84,75,4,1.83,clear sky
590,Inyonga,TZ,-6.7167,32.0667,63.25,92,100,3.11,overcast clouds
591,Hirara,JP,24.8,125.2833,64.67,88,75,17.27,light rain
592,Nhamunda,BR,-2.1861,-56.7131,75.04,97,95,1.3,moderate rain
593,Liku,ID,-0.7275,119.8922,74.77,94,100,3.83,overcast clouds
594,Khvatovka,RU,52.3524,46.5628,41.99,95,27,11.52,scattered clouds
595,Eureka,US,40.8021,-124.1637,63.68,78,0,8.99,clear sky
596,Huambo,AO,-12.7761,15.7392,58.98,98,100,6.11,moderate rain
597,Masyaf,SY,35.0653,36.3406,60.17,33,100,5.17,overcast clouds
598,Tautira,PF,-17.7333,-149.15,81.88,79,99,10.76,light rain
599,Freeport,US,40.6576,-73.5832,46.76,72,0,17.27,clear sky
600,Mana,GF,5.6592,-53.7767,78.04,87,100,11.16,overcast clouds
601,Santa Rosa,PH,14.3122,121.1114,87.1,64,9,15.03,clear sky
602,Hay River,CA,60.8156,-115.7999,3.18,78,75,10.36,broken clouds
603,Kalmunai,LK,7.4167,81.8167,77.43,86,47,6.38,scattered clouds
604,Mehrabpur,PK,28.1085,68.0254,78.82,9,7,5.79,clear sky
605,Tairua,NZ,-37.0167,175.85,70.21,67,97,1.72,overcast clouds
606,Saint-Pierre,RE,-21.3393,55.4781,73.18,94,75,6.91,light rain
607,Ananindeua,BR,-1.3656,-48.3722,78.71,94,20,5.75,few clouds
608,The Valley,AI,18.217,-63.0578,78.66,68,0,20.27,clear sky
609,Hervey Bay,AU,-25.2986,152.8535,79.18,61,6,5.64,clear sky
610,Waw,SS,7.7029,27.9953,83.26,43,69,5.55,broken clouds
611,Dingle,PH,10.9995,122.6711,82.44,71,99,13.53,overcast clouds
612,Yacuiba,BO,-22.038,-63.6797,59.58,64,4,3.27,clear sky
613,Orange Cove,US,36.6244,-119.3137,79.97,45,100,5.32,overcast clouds
614,Ulaangom,MN,49.9811,92.0667,18.54,85,100,1.63,overcast clouds
615,Gasan,PH,13.3237,121.8467,81.81,64,23,10.2,few clouds
616,Price,US,39.5994,-110.8107,63.66,20,0,13.8,clear sky
617,Qaqortoq,GL,60.7167,-46.0333,35.2,98,100,0.4,overcast clouds
618,Anadyr,RU,64.75,177.4833,14.5,72,0,8.95,clear sky
619,Dudinka,RU,69.4058,86.1778,4.62,97,100,6.08,overcast clouds
620,Campinas,BR,-22.9056,-47.0608,71.11,83,40,16.11,scattered clouds
621,Pimentel,PE,-6.8367,-79.9342,70.07,81,60,15.1,broken clouds
622,Rahuri,IN,19.3833,74.65,76.89,31,51,3.78,broken clouds
623,Dunedin,NZ,-45.8742,170.5036,63.52,61,92,6.04,overcast clouds
624,Turukhansk,RU,65.8167,87.9833,3.15,100,100,4.05,overcast clouds
625,Xiongzhou,CN,25.1167,114.3,58.82,62,0,4.61,clear sky
626,Bandarbeyla,SO,9.4942,50.8122,76.6,86,2,1.3,clear sky
627,Dvinskoy,RU,62.1535,45.1175,17.26,92,100,6.51,overcast clouds
628,Tabas,IR,33.5959,56.9244,67.05,15,6,2.35,clear sky
629,Charlestown,AU,-32.95,151.6667,74.73,51,100,5.99,overcast clouds
630,Aquitania,CO,5.5197,-72.8875,48.7,95,100,3.11,overcast clouds
631,Neiafu,TO,-18.65,-173.9833,86.68,70,75,8.05,broken clouds
632,Guarapari,BR,-20.6667,-40.4975,78.89,89,100,6.31,overcast clouds
633,Jablanica,BA,43.6603,17.7617,39.33,96,100,0.51,overcast clouds
634,Kirkwall,GB,58.9848,-2.9587,40.96,87,100,5.75,overcast clouds
635,Viedma,AR,-40.8135,-62.9967,69.04,34,71,26.31,broken clouds
636,Terme,TR,41.2092,36.9739,46.33,61,11,2.33,few clouds
637,Ostrovnoy,RU,68.0531,39.5131,16.02,92,100,12.66,overcast clouds
638,Fairbanks,US,64.8378,-147.7164,24.6,73,100,8.05,light snow
639,Machico,PT,32.7,-16.7667,62.01,89,75,5.75,broken clouds
640,Lindi,TZ,-10.0,39.7167,72.37,98,96,3.96,overcast clouds
641,Jiangyou,CN,31.7667,104.7167,55.69,79,100,3.22,overcast clouds
642,Baruun-Urt,MN,46.6806,113.2792,42.85,24,100,12.35,overcast clouds
643,Moerai,PF,-22.4333,-151.3333,81.19,75,100,10.67,overcast clouds
644,Latung,PH,5.5,120.8833,79.79,81,100,11.1,overcast clouds
645,Mecca,SA,21.4267,39.8261,78.87,30,10,1.79,clear sky
646,Bad Iburg,DE,52.1549,8.0422,31.48,77,31,2.77,scattered clouds
647,Khovu-Aksy,RU,51.1333,93.6,30.79,75,100,3.0,overcast clouds
648,San Rafael,AR,-34.6177,-68.3301,63.81,28,6,12.77,clear sky
649,Kangaatsiaq,GL,68.3065,-53.4641,14.81,97,100,5.14,overcast clouds
650,Palimbang,PH,6.2106,124.1894,78.3,87,100,3.98,overcast clouds
651,Acapulco,MX,16.8634,-99.8901,78.62,73,75,12.66,broken clouds
652,Kargat,RU,55.1956,80.2811,31.55,99,100,7.27,snow
653,Teahupoo,PF,-17.8333,-149.2667,82.36,80,100,11.39,light rain
654,Upata,VE,8.0086,-62.3989,74.14,78,11,7.56,few clouds
655,Westport,US,41.1415,-73.3579,46.27,58,0,8.99,clear sky
656,Khani,GE,41.9563,42.9566,42.37,76,10,9.86,clear sky
657,Helong,CN,42.5397,128.9972,50.54,26,0,5.88,clear sky
658,Sinegorye,RU,62.0788,150.477,6.58,78,100,2.55,overcast clouds
659,Saint Anthony,US,45.0205,-93.218,39.96,58,100,16.11,overcast clouds
660,Caconda,AO,-13.7333,15.0667,58.77,98,100,5.86,heavy intensity rain
661,Santa Cruz,BO,-17.8,-63.1667,67.46,77,20,4.61,few clouds
662,Requena,ES,39.4883,-1.1004,33.51,59,41,4.68,scattered clouds
663,Nalut,LY,30.3333,10.85,63.79,28,100,13.56,overcast clouds
664,Kyzyl-Suu,KG,42.3414,78.0056,40.28,48,96,6.15,overcast clouds
665,Kuusankoski,FI,60.907,26.6244,21.42,72,75,4.61,broken clouds
666,Goderich,CA,43.7501,-81.7165,37.72,70,100,3.44,overcast clouds
667,Indramayu,ID,-6.3264,108.32,81.34,79,71,3.83,broken clouds
668,Santa Maria Da Boa Vista,BR,-8.8078,-39.8256,79.32,65,100,6.55,overcast clouds
669,Rakiv Lis,UA,51.6217,24.9243,30.76,98,100,11.16,snow
670,Seddon,AU,-37.8068,144.8916,64.15,85,100,11.5,overcast clouds
671,Komsomolskiy,UZ,40.4272,71.7189,56.12,62,0,4.61,clear sky
672,Riyadh,SA,24.6877,46.7219,68.14,16,8,2.24,clear sky
673,Palmas,BR,-10.2128,-48.3603,78.67,83,40,4.61,scattered clouds
674,Emba,KZ,48.8264,58.1442,40.32,80,100,9.08,overcast clouds
675,Vrangel,RU,42.7297,133.0839,40.66,79,2,4.18,clear sky
676,Pueblo,US,38.2545,-104.6091,72.36,17,0,9.22,clear sky
677,Khash,IR,28.2211,61.2158,59.94,19,6,3.8,clear sky
678,Lodja,CD,-3.4833,23.4333,67.55,100,100,1.14,overcast clouds
679,Luganville,VU,-15.5333,167.1667,78.87,91,100,7.18,overcast clouds
680,Kloulklubed,PW,7.0419,134.2556,79.3,77,11,2.98,few clouds
681,Baiyin,CN,36.5583,104.2081,49.08,32,100,1.57,overcast clouds
682,Umarkot,PK,25.3616,69.7362,75.9,29,0,5.03,clear sky
683,Sychevka,RU,55.8252,34.2736,25.97,93,100,16.15,overcast clouds
684,Butiama,TZ,-1.7667,33.9667,59.65,86,92,5.57,overcast clouds
685,Karratha,AU,-20.7377,116.8463,84.52,66,4,4.85,clear sky
686,Rio Grande,BR,-32.035,-52.0986,65.95,75,58,18.43,broken clouds
687,Yokadouma,CM,3.5167,15.05,69.78,87,75,2.48,broken clouds
688,Mayumba,GA,-3.432,10.6554,76.55,90,100,6.49,overcast clouds
689,Yaan,NG,7.3833,8.5667,81.32,64,55,10.67,broken clouds
690,Tadine,NC,-21.55,167.8833,81.72,85,100,17.36,overcast clouds
691,Tanete,ID,-3.9443,119.7848,84.85,66,71,3.51,broken clouds
692,Sumbe,AO,-11.2061,13.8437,76.95,88,100,6.31,light rain
693,Luangwa,ZM,-15.6167,30.4167,68.94,98,25,3.44,light rain
694,Arcoverde,BR,-8.4189,-37.0539,67.53,85,4,4.41,clear sky
695,Camacha,PT,33.0833,-16.3333,58.42,77,40,11.5,scattered clouds
696,Totma,RU,59.9747,42.7642,23.45,96,100,9.64,light snow
697,Union Hidalgo,MX,16.4723,-94.8295,80.33,62,11,5.01,few clouds
698,Yantal,RU,56.8471,105.2542,20.44,82,100,10.98,overcast clouds
699,Eucaliptus,BO,-17.5833,-67.5167,49.39,70,73,6.76,broken clouds
700,Vinh,VN,18.6667,105.6667,63.16,74,100,5.82,overcast clouds
