City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
427,Talara,PE,71.98,overcast clouds,-4.5772,-81.2719,Hostal Oro Negro
430,Meulaboh,ID,77.36,moderate rain,4.1363,96.1285,Kost Pria
431,Farafangana,MG,70.93,scattered clouds,-22.8167,47.8333,Miarina
433,Saint-Louis,SN,72.5,clear sky,16.3333,-15.0,
434,Tiznit,MA,57.61,overcast clouds,29.5833,-9.5,
435,Hokitika,NZ,64.47,clear sky,-42.7167,170.9667,Beachfront Hotel Hokitika
436,Rocha,UY,54.64,clear sky,-34.4833,-54.3333,Hotel Arrarte
437,Hamilton,US,50.23,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
439,Otsuki,JP,43.99,moderate rain,35.6,138.9333,真木温泉
440,Abu Samrah,SY,62.8,overcast clouds,35.3029,37.1841,
441,Ko Samui,TH,82.31,scattered clouds,9.5357,99.9357,The Passage
442,Yenangyaung,MM,82.85,broken clouds,20.4667,94.8833,Hotel Country
444,Anaco,VE,82.74,few clouds,9.4389,-64.4728,SAIVEN MALL (SAIVEN C.A.)
446,Poum,NC,82.63,overcast clouds,-20.2333,164.0167,
447,Porto Santo,PT,61.18,scattered clouds,33.072,-16.3415,Hotel Porto Santo & Spa
450,Avera,US,60.31,clear sky,33.194,-82.5271,
452,San Cristobal,VE,75.38,broken clouds,7.7669,-72.225,Pirineos
453,Alekseyevka,RU,45.1,overcast clouds,50.6309,38.6903,Apartment on Ploshchad Pobedy
454,Kampene,CD,67.28,light rain,-3.6,26.6667,
455,Ixtapa,MX,73.22,clear sky,20.7,-105.2,hotel la terminal
456,Ontario,US,70.09,haze,34.0633,-117.6509,Capri Motel
457,Necochea,AR,60.1,clear sky,-38.5473,-58.7368,dyd -mar Hotel
458,Menongue,AO,64.11,light rain,-14.6585,17.691,Ritz Lauca
459,San Bartolome De Tirajana,ES,54.07,scattered clouds,27.9248,-15.5733,Las Tirajanas
460,Mangrol,IN,75.83,clear sky,21.1167,70.1167,Hotel The Royal Honours
461,Bafq,IR,65.98,clear sky,31.6128,55.4107,Alamdar Hotel
462,Zaraza,VE,78.89,clear sky,9.3503,-65.3245,Hotel Zaraza
463,Ponta Delgada,PT,57.92,few clouds,37.7333,-25.6667,Vila Nova Hotel
464,East Wenatchee Bench,US,57.16,scattered clouds,47.4257,-120.2812,Coast Wenatchee Center Hotel
466,Bayonet Point,US,67.95,moderate rain,28.3267,-82.6834,"Holiday Inn Express & Suites Port Richey, an IHG Hotel"
467,Xai-Xai,MZ,73.92,few clouds,-25.0519,33.6442,Complexo da Familia
470,Jumla,NP,48.25,clear sky,29.2747,82.1838,Royal Garden Hotel
472,Casino,AU,81.57,overcast clouds,-28.8667,153.05,Squatters Homestead Motel
474,Azangaro,PE,42.42,light rain,-14.9167,-70.2167,Hotel Miraflores Azangaro
475,Atkarsk,RU,49.96,clear sky,51.8718,45.0078,Hotel Kareta
476,Alipur,PK,78.06,clear sky,29.3846,70.9116,"Green City Executive 1 Alipur, Muzaffargarh"
477,Jishou,CN,61.07,clear sky,28.3167,109.7167,7 Days Inn
478,Quatre Cocos,MU,76.08,moderate rain,-20.2078,57.7625,Sunrise Attitude Hotel
479,Gallup,US,66.04,clear sky,35.5281,-108.7426,El Capitan Motel
480,San Jose,US,79.88,broken clouds,37.3394,-121.895,The Westin San Jose
481,Beloha,MG,70.12,clear sky,-25.1667,45.05,
482,Viking,CA,44.46,overcast clouds,53.1001,-111.7684,Viking Lamplighter Motel
483,Amahai,ID,83.52,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
484,Gamba,GA,74.3,overcast clouds,-2.65,10.0,
486,Tucuman,AR,55.4,broken clouds,-26.8241,-65.2226,Dallas Hotel Tucuman
487,Aripuana,BR,71.38,scattered clouds,-9.1667,-60.6333,
488,Soe,ID,76.08,broken clouds,-9.8607,124.284,Dena Hotel
490,Maragogi,BR,78.31,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
491,Forecariah,GN,74.32,overcast clouds,9.4306,-13.0881,"Motel "" La Maison Blanche"""
493,Turan,VN,67.98,overcast clouds,16.0678,108.2208,Grand Mercure Danang
496,Ibia,BR,69.26,scattered clouds,-19.4783,-46.5389,Hotel Triângulo
498,Santa Ines,BR,74.57,overcast clouds,-3.6667,-45.38,Palace hotel
499,Tra Vinh,VN,77.94,broken clouds,9.9347,106.3453,Hồng Ân
500,Talcahuano,CL,55.08,light intensity drizzle,-36.7167,-73.1167,departamento comodo
501,Vila Franca Do Campo,PT,57.61,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
502,Kavieng,PG,81.41,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
503,Puerto Colombia,CO,80.69,few clouds,10.9878,-74.9547,Hotel El Emigrante
507,Paragominas,BR,73.54,overcast clouds,-2.9667,-47.4833,INOVA
509,Faya,SA,59.11,clear sky,18.3851,42.4509,املاك خالد الشعشوع
510,Lewistown,US,49.41,clear sky,40.5992,-77.5714,Quality Inn & Suites
511,Ankang,CN,60.73,clear sky,32.68,109.0172,安琪酒店
513,Shingu,JP,51.44,light rain,33.7333,135.9833,Shingu UI Hotel
514,Puerto Escondido,MX,81.43,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
515,Gewane,ET,80.26,scattered clouds,10.1664,40.6453,እንደገና ገዋኔ ሞቴል
516,Winslow,US,71.78,clear sky,35.0242,-110.6974,Best Western Plus Winslow Inn
517,Dumai,ID,75.47,moderate rain,1.6833,101.45,Grand Zuri Dumai
518,Kamenka,RU,50.14,few clouds,51.3223,42.7678,
519,Bambous Virieux,MU,76.21,light intensity shower rain,-20.3428,57.7575,Casa Tia Villa
520,Neyshabur,IR,56.95,clear sky,36.2133,58.7958,Amiran Hotel
521,Metro,ID,78.55,overcast clouds,-5.1131,105.3067,OYO 3177 Wisma Lintang
522,San Vicente,AR,63.68,scattered clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
524,Bonoua,CI,80.22,light rain,5.2741,-3.595,Hotel Bon Samaritian
525,Nouakchott,MR,62.53,broken clouds,18.0858,-15.9785,HOTEL IMAN
526,Birjand,IR,43.27,clear sky,32.8663,59.2211,Birjand Tourist Hotel
527,Portland,US,59.92,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
528,Kaeo,NZ,72.21,overcast clouds,-35.1,173.7833,Bushido Lodge
529,Montana,BG,43.75,overcast clouds,43.4125,23.225,Веста
531,Show Low,US,62.89,clear sky,34.2542,-110.0298,Hampton Inn & Suites Show Low-Pinetop
532,Kabompo,ZM,62.49,light rain,-13.5927,24.2008,Big Tree
533,Wuzhou,CN,59.27,clear sky,23.4833,111.3167,Wuzhou Hostel
534,Ugoofaaru,MV,82.71,clear sky,5.6667,73.0,Ungoofaaru Inn
536,Japura,ID,76.51,broken clouds,-0.3167,102.35,Rumah mbah Jamah
537,Ketchikan,US,40.98,moderate rain,55.3422,-131.6461,Snow's Cove Lodge
538,Powell River,CA,48.47,overcast clouds,49.8496,-124.5361,Rodmay Hotel
539,Jatai,BR,68.36,clear sky,-17.8814,-51.7144,Hotel Califórnia
540,Shuangyang,CN,51.53,scattered clouds,43.5242,125.6736,Boutique Chatelet
541,Pakxan,LA,66.78,overcast clouds,18.3778,103.6601,Kong Kham Pheng Guesthouse
542,West Wendover,US,63.61,few clouds,40.7391,-114.0733,"Motel 6 Wendover, UT"
543,Samana,DO,75.58,few clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
544,Lompoc,US,64.78,overcast clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
548,Sabya,SA,76.62,clear sky,17.1495,42.6254,Aseel Hotel Apartment
549,Henties Bay,,59.67,few clouds,-22.116,14.2845,Fishermans Guest House
553,Takoradi,GH,80.28,light rain,4.8845,-1.7554,Raybow International Hotel
555,Dandong,CN,49.46,clear sky,40.1292,124.3947,Yiranju Farmstay
559,Jibuti,DJ,71.73,clear sky,11.5,42.5,Orchid Main Camp Goubet
560,Pak Phanang,TH,80.62,light rain,8.3511,100.202,Green Park Inn Hotel
561,Lata,PT,41.92,broken clouds,40.1629,-8.3327,Casa Maquia
562,Busing,PH,81.1,overcast clouds,13.1514,122.9714,Sunset View Tourist Inn
563,Labrea,BR,67.95,overcast clouds,-7.2586,-64.7981,Hotel Novo Horizonte
564,Ahuimanu,US,83.91,scattered clouds,21.4447,-157.8378,Paradise Bay Resort
566,Touros,BR,77.52,few clouds,-5.1989,-35.4608,INN NEW HORIZON
569,Ntcheu,MW,63.48,light rain,-14.8203,34.6359,Dear Executive Lodge
570,Birao,CF,78.78,overcast clouds,10.2849,22.7882,
572,Kenai,US,46.02,clear sky,60.5544,-151.2583,Aspen Extended Stay Suites
573,Meiktila,MM,81.09,few clouds,20.8667,95.8667,The Floral Breeze Wunzin Hotel
574,Songling,CN,53.46,clear sky,31.1933,120.7176,苏州同里湖大饭店
575,Coos Bay,US,57.99,clear sky,43.3665,-124.2179,Best Western Holiday Hotel
576,Bhagalpur,IN,77.72,clear sky,25.25,87.0,Rajhans International Hotel
577,Soller,ES,44.04,clear sky,39.7662,2.7152,Hotel Marina & Wellness Spa
578,Wanxian,CN,61.86,clear sky,30.8039,108.3897,7Days Inn Chongqing Shiqiaopu
579,Chihuahua,MX,77.83,clear sky,28.5,-106.0,
580,Zhangjiakou,CN,46.85,clear sky,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
581,Pandamatenga,BW,65.82,scattered clouds,-18.5278,25.627,Wildtrack Safaris Eco Lodge
582,Amapa,BR,73.02,overcast clouds,1.0,-52.0,
584,Soyo,AO,78.96,overcast clouds,-6.1349,12.3689,Hotel Mpampa
586,Pingzhuang,CN,51.8,overcast clouds,42.0372,119.2889,Haoke Guest House
588,Oranjemund,,56.21,broken clouds,-28.55,16.4333,The Fisherman's Cove
589,Pokhara,NP,67.84,clear sky,28.2333,83.9833,OYO 170 Hotel View Point
590,Inyonga,TZ,63.25,overcast clouds,-6.7167,32.0667,Eden Rock Lodge
591,Hirara,JP,64.67,light rain,24.8,125.2833,Hotel Atoll Emerald Miyakojima
592,Nhamunda,BR,75.04,moderate rain,-2.1861,-56.7131,Pousada Da Praia
593,Liku,ID,74.77,overcast clouds,-0.7275,119.8922,Wahyu
594,Khvatovka,RU,41.99,scattered clouds,52.3524,46.5628,
595,Eureka,US,63.68,clear sky,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
596,Huambo,AO,58.98,moderate rain,-12.7761,15.7392,SiSHotel
597,Masyaf,SY,60.17,overcast clouds,35.0653,36.3406,Hotel restaurants and tourist Misyaf
598,Tautira,PF,81.88,light rain,-17.7333,-149.15,Pension Oaoa
599,Freeport,US,46.76,clear sky,40.6576,-73.5832,The Freeport Inn and Marina
600,Mana,GF,78.04,overcast clouds,5.6592,-53.7767,LE SAMANA
603,Kalmunai,LK,77.43,scattered clouds,7.4167,81.8167,VS Villa
604,Mehrabpur,PK,78.82,clear sky,28.1085,68.0254,
605,Tairua,NZ,70.21,overcast clouds,-37.0167,175.85,Pacific Harbour Villas
606,Saint-Pierre,RE,73.18,light rain,-21.3393,55.4781,Lindsey Hôtel
607,Ananindeua,BR,78.71,few clouds,-1.3656,-48.3722,Casa de Retiro Preciosinas
608,The Valley,AI,78.66,clear sky,18.217,-63.0578,CeBlue Villas & Beach Resort
609,Hervey Bay,AU,79.18,clear sky,-25.2986,152.8535,Shelly Bay Resort
610,Waw,SS,83.26,broken clouds,7.7029,27.9953,Universal Gab Hotel
611,Dingle,PH,82.44,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
612,Yacuiba,BO,59.58,clear sky,-22.038,-63.6797,Hotel Monumental
613,Orange Cove,US,79.97,overcast clouds,36.6244,-119.3137,
615,Gasan,PH,81.81,few clouds,13.3237,121.8467,Golden SunSet Resort
616,Price,US,63.66,clear sky,39.5994,-110.8107,National 9 - Price River Inn
620,Campinas,BR,71.11,scattered clouds,-22.9056,-47.0608,Mercure Campinas Hotel
621,Pimentel,PE,70.07,broken clouds,-6.8367,-79.9342,Hotel Puerto del Sol
622,Rahuri,IN,76.89,broken clouds,19.3833,74.65,P.W.D RESTHOUSE
623,Dunedin,NZ,63.52,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
625,Xiongzhou,CN,58.82,clear sky,25.1167,114.3,Xinhewan Business Hotel
626,Bandarbeyla,SO,76.6,clear sky,9.4942,50.8122,JABIR HOTEL
628,Tabas,IR,67.05,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
629,Charlestown,AU,74.73,overcast clouds,-32.95,151.6667,Panorama Motor Inn Hotel
630,Aquitania,CO,48.7,overcast clouds,5.5197,-72.8875,Casa Adelita Paraíso Azul
632,Guarapari,BR,78.89,overcast clouds,-20.6667,-40.4975,Hotel Porto do Sol
634,Kirkwall,GB,40.96,overcast clouds,58.9848,-2.9587,Kirkwall Hotel
635,Viedma,AR,69.04,broken clouds,-40.8135,-62.9967,Hotel Cristal
636,Terme,TR,46.33,few clouds,41.2092,36.9739,OTEL GÜVEN TERME
639,Machico,PT,62.01,broken clouds,32.7,-16.7667,Dom Pedro Madeira Hotel
640,Lindi,TZ,72.37,overcast clouds,-10.0,39.7167,Lindi paradise house
641,Jiangyou,CN,55.69,overcast clouds,31.7667,104.7167,Shangping Shuyuan Inn
642,Baruun-Urt,MN,42.85,overcast clouds,46.6806,113.2792,Ахмадын амралт сувилал
643,Moerai,PF,81.19,overcast clouds,-22.4333,-151.3333,Le Manotel
644,Latung,PH,79.79,overcast clouds,5.5,120.8833,
645,Mecca,SA,78.87,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
648,San Rafael,AR,63.81,clear sky,-34.6177,-68.3301,Hotel San Rafael
650,Palimbang,PH,78.3,overcast clouds,6.2106,124.1894,Felmar Beach resort
651,Acapulco,MX,78.62,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
653,Teahupoo,PF,82.36,light rain,-17.8333,-149.2667,Vanira Lodge
654,Upata,VE,74.14,few clouds,8.0086,-62.3989,Posada Villa Nela
655,Westport,US,46.27,clear sky,41.1415,-73.3579,The Inn at Longshore
656,Khani,GE,42.37,clear sky,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
657,Helong,CN,50.54,clear sky,42.5397,128.9972,Helong Hotel
660,Caconda,AO,58.77,heavy intensity rain,-13.7333,15.0667,
661,Santa Cruz,BO,67.46,few clouds,-17.8,-63.1667,Aviador Hotel Boutique
663,Nalut,LY,63.79,overcast clouds,30.3333,10.85,
664,Kyzyl-Suu,KG,40.28,overcast clouds,42.3414,78.0056,Gostinitsa Nur-Ordo
667,Indramayu,ID,81.34,broken clouds,-6.3264,108.32,Grand Trisula Hotel
668,Santa Maria Da Boa Vista,BR,79.32,overcast clouds,-8.8078,-39.8256,Fênix Hotel e Restaurante
670,Seddon,AU,64.15,overcast clouds,-37.8068,144.8916,Footscray Motor Inn
671,Komsomolskiy,UZ,56.12,clear sky,40.4272,71.7189,Ikathouse
672,Riyadh,SA,68.14,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
673,Palmas,BR,78.67,scattered clouds,-10.2128,-48.3603,Hotel Lago da Palma
674,Emba,KZ,40.32,overcast clouds,48.8264,58.1442,
675,Vrangel,RU,40.66,clear sky,42.7297,133.0839,"Отель ""БАЛИ"""
676,Pueblo,US,72.36,clear sky,38.2545,-104.6091,Courtyard by Marriott Pueblo Downtown
677,Khash,IR,59.94,clear sky,28.2211,61.2158,خوابگاه آبجی محدثه
678,Lodja,CD,67.55,overcast clouds,-3.4833,23.4333,
679,Luganville,VU,78.87,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
680,Kloulklubed,PW,79.3,few clouds,7.0419,134.2556,Storyboard Beach Resort
681,Baiyin,CN,49.08,overcast clouds,36.5583,104.2081,GreenTree Alliance Gansu Baiyin Renmin Road Hotel
682,Umarkot,PK,75.9,clear sky,25.3616,69.7362,Al-Qamar Boys Hostel
684,Butiama,TZ,59.65,overcast clouds,-1.7667,33.9667,Mwitongo Lodge
685,Karratha,AU,84.52,clear sky,-20.7377,116.8463,ibis Styles Karratha
686,Rio Grande,BR,65.95,broken clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
687,Yokadouma,CM,69.78,broken clouds,3.5167,15.05,Hôtel De Ville De Yokadouma
688,Mayumba,GA,76.55,overcast clouds,-3.432,10.6554,LIKWALE LODGE
689,Yaan,NG,81.32,broken clouds,7.3833,8.5667,
690,Tadine,NC,81.72,overcast clouds,-21.55,167.8833,
691,Tanete,ID,84.85,broken clouds,-3.9443,119.7848,Wisma Tri Multi
692,Sumbe,AO,76.95,light rain,-11.2061,13.8437,Hotel Ritz Sumbe
693,Luangwa,ZM,68.94,light rain,-15.6167,30.4167,Gerasimos Safari Lodge
694,Arcoverde,BR,67.53,clear sky,-8.4189,-37.0539,Hotel Cruzeiro
695,Camacha,PT,58.42,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
697,Union Hidalgo,MX,80.33,few clouds,16.4723,-94.8295,"Posada "" Esquipulas"""
699,Eucaliptus,BO,49.39,broken clouds,-17.5833,-67.5167,Hotel Serrano
700,Vinh,VN,63.16,overcast clouds,18.6667,105.6667,Vuong Hoan 2
702,Kuching,MY,80.82,few clouds,1.55,110.3333,Hilton Kuching
704,Beira,MZ,75.29,few clouds,-19.8436,34.8389,Beira Terrace Hotel
705,Kettering,US,48.2,light rain,39.6895,-84.1688,Budget Inn
